dataset,video,frame,score,g_t
CDnet2014,fall,3996,0.74987715,1
CDnet2014,fall,3997,0.74980056,1
CDnet2014,fall,3998,0.7498795,1
CDnet2014,fall,3999,0.74970835,1
CDnet2014,fluidHighway,400,0.55,0
CDnet2014,fluidHighway,401,0.5482129,0
CDnet2014,fluidHighway,402,0.54976505,0
CDnet2014,fluidHighway,403,0.5499382,0
CDnet2014,fluidHighway,404,0.5483837,1
CDnet2014,fluidHighway,405,0.7491429,1
CDnet2014,fluidHighway,406,0.7499874,0
CDnet2014,fluidHighway,407,0.74939555,0
CDnet2014,fluidHighway,408,0.7497508,0
CDnet2014,fluidHighway,409,0.7499998,1
CDnet2014,fluidHighway,410,0.74864054,1
CDnet2014,fluidHighway,411,0.7496411,1
CDnet2014,fluidHighway,412,0.7499839,1
CDnet2014,fluidHighway,413,0.7497466,1
CDnet2014,fluidHighway,414,0.74988914,1
CDnet2014,fluidHighway,415,0.77147925,1
CDnet2014,fluidHighway,416,0.7875738,1
CDnet2014,fluidHighway,417,0.78458583,1
CDnet2014,fluidHighway,418,0.7836397,1
CDnet2014,fluidHighway,419,0.7840379,1
CDnet2014,fluidHighway,420,0.7851715,0
CDnet2014,fluidHighway,421,0.77860445,1
CDnet2014,fluidHighway,422,0.77720934,1
CDnet2014,fluidHighway,423,0.78496283,1
CDnet2014,fluidHighway,424,0.7907144,1
CDnet2014,fluidHighway,425,0.7884643,1
CDnet2014,fluidHighway,426,0.79191655,1
CDnet2014,fluidHighway,427,0.7883579,1
CDnet2014,fluidHighway,428,0.7845294,1
CDnet2014,fluidHighway,429,0.7783444,1
CDnet2014,fluidHighway,430,0.7830954,1
CDnet2014,fluidHighway,431,0.7781857,1
CDnet2014,fluidHighway,432,0.7777405,1
CDnet2014,fluidHighway,433,0.7695925,1
CDnet2014,fluidHighway,434,0.7697524,1
CDnet2014,fluidHighway,435,0.7766813,1
CDnet2014,fluidHighway,436,0.7712799,1
CDnet2014,fluidHighway,437,0.7653966,1
CDnet2014,fluidHighway,438,0.77065015,1
CDnet2014,fluidHighway,439,0.777898,1
CDnet2014,fluidHighway,440,0.7667471,1
CDnet2014,fluidHighway,441,0.7727009,1
CDnet2014,fluidHighway,442,0.7724591,1
CDnet2014,fluidHighway,443,0.762157,1
CDnet2014,fluidHighway,444,0.76775444,1
CDnet2014,fluidHighway,445,0.7556595,1
CDnet2014,fluidHighway,446,0.7593919,1
CDnet2014,fluidHighway,447,0.77179706,1
CDnet2014,fluidHighway,448,0.77396154,1
CDnet2014,fluidHighway,449,0.7802414,1
CDnet2014,fluidHighway,450,0.77761227,1
CDnet2014,fluidHighway,451,0.77472085,1
CDnet2014,fluidHighway,452,0.7698696,1
CDnet2014,fluidHighway,453,0.78091466,1
CDnet2014,fluidHighway,454,0.77910405,1
CDnet2014,fluidHighway,455,0.7702047,1
CDnet2014,fluidHighway,456,0.77205724,1
CDnet2014,fluidHighway,457,0.7804442,1
CDnet2014,fluidHighway,458,0.7791795,1
CDnet2014,fluidHighway,459,0.7851708,1
CDnet2014,fluidHighway,460,0.78703666,1
CDnet2014,fluidHighway,461,0.77380216,1
CDnet2014,fluidHighway,462,0.7682639,1
CDnet2014,fluidHighway,463,0.77781945,1
CDnet2014,fluidHighway,464,0.77164745,1
CDnet2014,fluidHighway,465,0.7748909,1
CDnet2014,fluidHighway,466,0.7819039,1
CDnet2014,fluidHighway,467,0.7799461,1
CDnet2014,fluidHighway,468,0.7735726,1
CDnet2014,fluidHighway,469,0.7720656,1
CDnet2014,fluidHighway,470,0.7677406,1
CDnet2014,fluidHighway,471,0.7737054,1
CDnet2014,fluidHighway,472,0.76892644,1
CDnet2014,fluidHighway,473,0.77178335,1
CDnet2014,fluidHighway,474,0.76743585,1
CDnet2014,fluidHighway,475,0.76893926,1
CDnet2014,fluidHighway,476,0.7652696,1
CDnet2014,fluidHighway,477,0.7740309,1
CDnet2014,fluidHighway,478,0.76757956,0
CDnet2014,fluidHighway,479,0.7748362,0
CDnet2014,fluidHighway,480,0.77954,0
CDnet2014,fluidHighway,481,0.7806656,0
CDnet2014,fluidHighway,482,0.77444535,0
CDnet2014,fluidHighway,483,0.7764963,0
CDnet2014,fluidHighway,484,0.78535575,1
CDnet2014,fluidHighway,485,0.7790116,0
CDnet2014,fluidHighway,486,0.77838826,0
CDnet2014,fluidHighway,487,0.78046685,0
CDnet2014,fluidHighway,488,0.78407025,0
CDnet2014,fluidHighway,489,0.7874922,0
CDnet2014,fluidHighway,490,0.7897735,0
CDnet2014,fluidHighway,491,0.78703517,1
CDnet2014,fluidHighway,492,0.7847577,1
CDnet2014,fluidHighway,493,0.7879592,0
CDnet2014,fluidHighway,494,0.7788279,0
CDnet2014,fluidHighway,495,0.78282726,0
CDnet2014,fluidHighway,496,0.7863574,0
CDnet2014,fluidHighway,497,0.7810773,0
CDnet2014,fluidHighway,498,0.78139126,0
CDnet2014,fluidHighway,499,0.78015083,0
CDnet2014,fluidHighway,500,0.7837887,0
CDnet2014,fluidHighway,501,0.7784271,0
CDnet2014,fluidHighway,502,0.77977765,0
CDnet2014,fluidHighway,503,0.7841252,0
CDnet2014,fluidHighway,504,0.786722,0
CDnet2014,fluidHighway,505,0.78606665,0
CDnet2014,fluidHighway,506,0.7700282,0
CDnet2014,fluidHighway,507,0.7790174,0
CDnet2014,fluidHighway,508,0.77963173,0
CDnet2014,fluidHighway,509,0.7693537,0
CDnet2014,fluidHighway,510,0.7711565,0
CDnet2014,fluidHighway,511,0.7744581,0
CDnet2014,fluidHighway,512,0.77762866,0
CDnet2014,fluidHighway,513,0.7814024,0
CDnet2014,fluidHighway,514,0.7833011,0
CDnet2014,fluidHighway,515,0.78004813,1
CDnet2014,fluidHighway,516,0.7715028,1
CDnet2014,fluidHighway,517,0.774136,0
CDnet2014,fluidHighway,518,0.7822236,1
CDnet2014,fluidHighway,519,0.7802088,1
CDnet2014,fluidHighway,520,0.784006,1
CDnet2014,fluidHighway,521,0.78829896,1
CDnet2014,fluidHighway,522,0.7814394,1
CDnet2014,fluidHighway,523,0.77784586,1
CDnet2014,fluidHighway,524,0.77899593,1
CDnet2014,fluidHighway,525,0.7813211,1
CDnet2014,fluidHighway,526,0.7779086,1
CDnet2014,fluidHighway,527,0.7769111,1
CDnet2014,fluidHighway,528,0.7772594,1
CDnet2014,fluidHighway,529,0.7786335,1
CDnet2014,fluidHighway,530,0.7822517,1
CDnet2014,fluidHighway,531,0.7778117,1
CDnet2014,fluidHighway,532,0.7821076,1
CDnet2014,fluidHighway,533,0.7825408,1
CDnet2014,fluidHighway,534,0.7740493,1
CDnet2014,fluidHighway,535,0.7792816,0
CDnet2014,fluidHighway,536,0.77178365,1
CDnet2014,fluidHighway,537,0.7756638,1
CDnet2014,fluidHighway,538,0.77666646,1
CDnet2014,fluidHighway,539,0.7799649,0
CDnet2014,fluidHighway,540,0.78474087,0
CDnet2014,fluidHighway,541,0.7840744,1
CDnet2014,fluidHighway,542,0.7822117,1
CDnet2014,fluidHighway,543,0.7871679,1
CDnet2014,fluidHighway,544,0.78542197,0
CDnet2014,fluidHighway,545,0.78495675,1
CDnet2014,fluidHighway,546,0.7846573,1
CDnet2014,fluidHighway,547,0.7826932,0
CDnet2014,fluidHighway,548,0.78758246,1
CDnet2014,fluidHighway,549,0.7836575,1
CDnet2014,fluidHighway,550,0.7811611,1
CDnet2014,fluidHighway,551,0.78701186,0
CDnet2014,fluidHighway,552,0.7845667,0
CDnet2014,fluidHighway,553,0.7882614,1
CDnet2014,fluidHighway,554,0.783468,1
CDnet2014,fluidHighway,555,0.7740531,1
CDnet2014,fluidHighway,556,0.77579045,1
CDnet2014,fluidHighway,557,0.7780541,1
CDnet2014,fluidHighway,558,0.77947867,1
CDnet2014,fluidHighway,559,0.7808522,1
CDnet2014,fluidHighway,560,0.7797935,0
CDnet2014,fluidHighway,561,0.77895594,0
CDnet2014,fluidHighway,562,0.7803818,0
CDnet2014,fluidHighway,563,0.7799052,0
CDnet2014,fluidHighway,564,0.7804302,0
CDnet2014,fluidHighway,565,0.77568895,0
CDnet2014,fluidHighway,566,0.7796615,0
CDnet2014,fluidHighway,567,0.7795472,0
CDnet2014,fluidHighway,568,0.780126,1
CDnet2014,fluidHighway,569,0.78620005,0
CDnet2014,fluidHighway,570,0.7841874,0
CDnet2014,fluidHighway,571,0.78491586,0
CDnet2014,fluidHighway,572,0.7853413,0
CDnet2014,fluidHighway,573,0.78335935,1
CDnet2014,fluidHighway,574,0.7848862,0
CDnet2014,fluidHighway,575,0.77973765,0
CDnet2014,fluidHighway,576,0.77845204,0
CDnet2014,fluidHighway,577,0.77972823,0
CDnet2014,fluidHighway,578,0.77071774,0
CDnet2014,fluidHighway,579,0.7820752,0
CDnet2014,fluidHighway,580,0.7799016,0
CDnet2014,fluidHighway,581,0.7769205,0
CDnet2014,fluidHighway,582,0.77711093,0
CDnet2014,fluidHighway,583,0.7784733,0
CDnet2014,fluidHighway,584,0.7792411,0
CDnet2014,fluidHighway,585,0.7774459,0
CDnet2014,fluidHighway,586,0.7719063,1
CDnet2014,fluidHighway,587,0.77870286,0
CDnet2014,fluidHighway,588,0.7774369,0
CDnet2014,fluidHighway,589,0.7792249,1
CDnet2014,fluidHighway,590,0.7748798,1
CDnet2014,fluidHighway,591,0.76643294,1
CDnet2014,fluidHighway,592,0.7759799,0
CDnet2014,fluidHighway,593,0.78083813,0
CDnet2014,fluidHighway,594,0.7795117,0
CDnet2014,fluidHighway,595,0.776822,0
CDnet2014,fluidHighway,596,0.78040576,0
CDnet2014,fluidHighway,597,0.77849704,0
CDnet2014,fluidHighway,598,0.77410024,0
CDnet2014,fluidHighway,599,0.77142113,0
CDnet2014,fluidHighway,600,0.7826084,0
CDnet2014,fluidHighway,601,0.7836307,0
CDnet2014,fluidHighway,602,0.77488923,0
CDnet2014,fluidHighway,603,0.7813051,0
CDnet2014,fluidHighway,604,0.7707711,1
CDnet2014,fluidHighway,605,0.77759665,0
CDnet2014,fluidHighway,606,0.7823165,1
CDnet2014,fluidHighway,607,0.78392684,0
CDnet2014,fluidHighway,608,0.77606577,0
CDnet2014,fluidHighway,609,0.77837425,0
CDnet2014,fluidHighway,610,0.7878062,0
CDnet2014,fluidHighway,611,0.78155047,0
CDnet2014,fluidHighway,612,0.7836496,0
CDnet2014,fluidHighway,613,0.78510696,0
CDnet2014,fluidHighway,614,0.78346103,1
CDnet2014,fluidHighway,615,0.7823669,0
CDnet2014,fluidHighway,616,0.78338367,0
CDnet2014,fluidHighway,617,0.7809857,0
CDnet2014,fluidHighway,618,0.78202915,0
CDnet2014,fluidHighway,619,0.78341746,0
CDnet2014,fluidHighway,620,0.78497994,0
CDnet2014,fluidHighway,621,0.78587705,0
CDnet2014,fluidHighway,622,0.783704,0
CDnet2014,fluidHighway,623,0.78829765,1
CDnet2014,fluidHighway,624,0.7702727,1
CDnet2014,fluidHighway,625,0.7792614,1
CDnet2014,fluidHighway,626,0.77681667,0
CDnet2014,fluidHighway,627,0.7805427,0
CDnet2014,fluidHighway,628,0.7822193,0
CDnet2014,fluidHighway,629,0.77736366,0
CDnet2014,fluidHighway,630,0.78841335,0
CDnet2014,fluidHighway,631,0.7880508,0
CDnet2014,fluidHighway,632,0.78509974,0
CDnet2014,fluidHighway,633,0.7777532,0
CDnet2014,fluidHighway,634,0.77741206,0
CDnet2014,fluidHighway,635,0.7844211,0
CDnet2014,fluidHighway,636,0.7870225,0
CDnet2014,fluidHighway,637,0.7888211,0
CDnet2014,fluidHighway,638,0.7892303,0
CDnet2014,fluidHighway,639,0.79264843,0
CDnet2014,fluidHighway,640,0.7940313,0
CDnet2014,fluidHighway,641,0.7941341,0
CDnet2014,fluidHighway,642,0.7853886,0
CDnet2014,fluidHighway,643,0.79292226,0
CDnet2014,fluidHighway,644,0.78739274,0
CDnet2014,fluidHighway,645,0.7701321,0
CDnet2014,fluidHighway,646,0.72982943,1
CDnet2014,fluidHighway,647,0.77265424,1
CDnet2014,fluidHighway,648,0.747306,1
CDnet2014,fluidHighway,649,0.737011,1
CDnet2014,fluidHighway,650,0.7295208,1
CDnet2014,fluidHighway,651,0.75430065,1
CDnet2014,fluidHighway,652,0.72395504,0
CDnet2014,fluidHighway,653,0.7388923,0
CDnet2014,fluidHighway,654,0.744446,0
CDnet2014,fluidHighway,655,0.73096037,0
CDnet2014,fluidHighway,656,0.7386715,1
CDnet2014,fluidHighway,657,0.737164,1
CDnet2014,fluidHighway,658,0.718179,0
CDnet2014,fluidHighway,659,0.7631051,0
CDnet2014,fluidHighway,660,0.7932129,0
CDnet2014,fluidHighway,661,0.77579355,0
CDnet2014,fluidHighway,662,0.79430544,0
CDnet2014,fluidHighway,663,0.79388255,0
CDnet2014,fluidHighway,664,0.7945745,0
CDnet2014,fluidHighway,665,0.7916119,0
CDnet2014,fluidHighway,666,0.7906221,0
CDnet2014,fluidHighway,667,0.7876799,0
CDnet2014,fluidHighway,668,0.78953326,0
CDnet2014,fluidHighway,669,0.78749985,0
CDnet2014,fluidHighway,670,0.7799257,0
CDnet2014,fluidHighway,671,0.7853285,0
CDnet2014,fluidHighway,672,0.7855108,0
CDnet2014,fluidHighway,673,0.7818064,0
CDnet2014,fluidHighway,674,0.78616935,0
CDnet2014,fluidHighway,675,0.79043424,0
CDnet2014,fluidHighway,676,0.78937083,0
CDnet2014,fluidHighway,677,0.7896807,0
CDnet2014,fluidHighway,678,0.78918564,0
CDnet2014,fluidHighway,679,0.7902626,0
CDnet2014,fluidHighway,680,0.78701603,0
CDnet2014,fluidHighway,681,0.7868409,0
CDnet2014,fluidHighway,682,0.7876188,1
CDnet2014,fluidHighway,683,0.78738624,1
CDnet2014,fluidHighway,684,0.78788924,1
CDnet2014,fluidHighway,685,0.78975314,0
CDnet2014,fluidHighway,686,0.7871179,1
CDnet2014,fluidHighway,687,0.7910745,1
CDnet2014,fluidHighway,688,0.7925715,0
CDnet2014,fluidHighway,689,0.78638524,1
CDnet2014,fluidHighway,690,0.78583145,1
CDnet2014,fluidHighway,691,0.783145,1
CDnet2014,fluidHighway,692,0.7873851,1
CDnet2014,fluidHighway,693,0.78702736,0
CDnet2014,fluidHighway,694,0.7908742,0
CDnet2014,fluidHighway,695,0.7888438,1
CDnet2014,fluidHighway,696,0.7871922,1
CDnet2014,fluidHighway,697,0.7883268,1
CDnet2014,fluidHighway,698,0.7834101,1
CDnet2014,fluidHighway,699,0.7779303,1
CDnet2014,fluidHighway,700,0.778683,0
CDnet2014,fluidHighway,701,0.780989,0
CDnet2014,fluidHighway,702,0.78530824,0
CDnet2014,fluidHighway,703,0.7869342,1
CDnet2014,fluidHighway,704,0.7816254,1
CDnet2014,fluidHighway,705,0.7767846,1
CDnet2014,fluidHighway,706,0.7777903,1
CDnet2014,fluidHighway,707,0.7807679,0
CDnet2014,fluidHighway,708,0.77799845,1
CDnet2014,fluidHighway,709,0.7794294,0
CDnet2014,fluidHighway,710,0.78765315,1
CDnet2014,fluidHighway,711,0.7796671,1
CDnet2014,fluidHighway,712,0.78136754,0
CDnet2014,fluidHighway,713,0.7893644,1
CDnet2014,fluidHighway,714,0.78591746,1
CDnet2014,fluidHighway,715,0.788149,1
CDnet2014,fluidHighway,716,0.7819957,1
CDnet2014,fluidHighway,717,0.7819267,1
CDnet2014,fluidHighway,718,0.78360677,0
CDnet2014,fluidHighway,719,0.7796142,1
CDnet2014,fluidHighway,720,0.78659105,1
CDnet2014,fluidHighway,721,0.7865113,0
CDnet2014,fluidHighway,722,0.7803267,0
CDnet2014,fluidHighway,723,0.78838813,0
CDnet2014,fluidHighway,724,0.78673667,0
CDnet2014,fluidHighway,725,0.7852834,0
CDnet2014,fluidHighway,726,0.78248507,0
CDnet2014,fluidHighway,727,0.78558046,0
CDnet2014,fluidHighway,728,0.7880138,0
CDnet2014,fluidHighway,729,0.7834703,0
CDnet2014,fluidHighway,730,0.785447,0
CDnet2014,fluidHighway,731,0.7892877,0
CDnet2014,fluidHighway,732,0.785293,0
CDnet2014,fluidHighway,733,0.7677586,0
CDnet2014,fluidHighway,734,0.7805455,0
CDnet2014,fluidHighway,735,0.7651017,0
CDnet2014,fluidHighway,736,0.7654816,0
CDnet2014,fluidHighway,737,0.7625969,0
CDnet2014,fluidHighway,738,0.764055,0
CDnet2014,fluidHighway,739,0.7645067,0
CDnet2014,fluidHighway,740,0.7643798,0
CDnet2014,fluidHighway,741,0.76204157,0
CDnet2014,fluidHighway,742,0.762403,0
CDnet2014,fluidHighway,743,0.7608407,0
CDnet2014,fluidHighway,744,0.7596092,0
CDnet2014,fluidHighway,745,0.7602116,0
CDnet2014,fluidHighway,746,0.7584961,0
CDnet2014,fluidHighway,747,0.7582633,0
CDnet2014,fluidHighway,748,0.7589414,0
CDnet2014,fluidHighway,749,0.7766717,0
CDnet2014,fluidHighway,750,0.7797484,0
CDnet2014,fluidHighway,751,0.57946044,0
CDnet2014,fluidHighway,752,0.557166,0
CDnet2014,fluidHighway,753,0.57892704,0
CDnet2014,fluidHighway,754,0.5789677,0
CDnet2014,fluidHighway,755,0.58747125,0
CDnet2014,fluidHighway,756,0.5723385,0
CDnet2014,fluidHighway,757,0.57300615,0
CDnet2014,fluidHighway,758,0.5716804,0
CDnet2014,fluidHighway,759,0.57276034,0
CDnet2014,fluidHighway,760,0.5734925,0
CDnet2014,fluidHighway,761,0.5722187,0
CDnet2014,fluidHighway,762,0.5720251,0
CDnet2014,fluidHighway,763,0.5725232,0
CDnet2014,fluidHighway,764,0.57111293,0
CDnet2014,fluidHighway,765,0.571073,0
CDnet2014,fluidHighway,766,0.5714752,0
CDnet2014,fluidHighway,767,0.5840849,0
CDnet2014,fluidHighway,768,0.5841488,0
CDnet2014,fluidHighway,769,0.5839797,0
CDnet2014,fluidHighway,770,0.5684895,0
CDnet2014,fluidHighway,771,0.5742779,0
CDnet2014,fluidHighway,772,0.5714932,0
CDnet2014,fluidHighway,773,0.5704391,0
CDnet2014,fluidHighway,774,0.5790579,0
CDnet2014,fluidHighway,775,0.5848191,0
CDnet2014,fluidHighway,776,0.5845122,0
CDnet2014,fluidHighway,777,0.5890063,0
CDnet2014,fluidHighway,778,0.59276617,0
CDnet2014,fluidHighway,779,0.58262366,0
CDnet2014,fluidHighway,780,0.583863,0
CDnet2014,fluidHighway,781,0.5844823,0
CDnet2014,fluidHighway,782,0.58207405,0
CDnet2014,fluidHighway,783,0.5828532,0
CDnet2014,fluidHighway,784,0.5835184,0
CDnet2014,fluidHighway,785,0.58529365,0
CDnet2014,fluidHighway,786,0.581944,0
CDnet2014,fluidHighway,787,0.5835636,0
CDnet2014,fluidHighway,788,0.5830475,1
CDnet2014,fluidHighway,789,0.783176,1
CDnet2014,fluidHighway,790,0.77764744,1
CDnet2014,fluidHighway,791,0.78621405,1
CDnet2014,fluidHighway,792,0.7759575,1
CDnet2014,fluidHighway,793,0.7773225,1
CDnet2014,fluidHighway,794,0.78294104,1
CDnet2014,fluidHighway,795,0.7803111,1
CDnet2014,fluidHighway,796,0.78117037,1
CDnet2014,fluidHighway,797,0.7798205,1
CDnet2014,fluidHighway,798,0.7796463,1
CDnet2014,fluidHighway,799,0.7829703,1
CDnet2014,fluidHighway,800,0.7795543,1
CDnet2014,fluidHighway,801,0.77759975,1
CDnet2014,fluidHighway,802,0.77930987,1
CDnet2014,fluidHighway,803,0.7759186,1
CDnet2014,fluidHighway,804,0.77668905,1
CDnet2014,fluidHighway,805,0.7778307,1
CDnet2014,fluidHighway,806,0.7721171,1
CDnet2014,fluidHighway,807,0.7734807,1
CDnet2014,fluidHighway,808,0.77412933,1
CDnet2014,fluidHighway,809,0.774303,1
CDnet2014,fluidHighway,810,0.7756838,1
CDnet2014,fluidHighway,811,0.7774597,1
CDnet2014,fluidHighway,812,0.7693927,1
CDnet2014,fluidHighway,813,0.771314,1
CDnet2014,fluidHighway,814,0.7785136,1
CDnet2014,fluidHighway,815,0.7671889,1
CDnet2014,fluidHighway,816,0.78192246,1
CDnet2014,fluidHighway,817,0.7782145,1
CDnet2014,fluidHighway,818,0.7818046,1
CDnet2014,fluidHighway,819,0.7842868,1
CDnet2014,fluidHighway,820,0.78202343,1
CDnet2014,fluidHighway,821,0.7853181,1
CDnet2014,fluidHighway,822,0.77963847,1
CDnet2014,fluidHighway,823,0.7811978,1
CDnet2014,fluidHighway,824,0.7794493,1
CDnet2014,fluidHighway,825,0.7845375,1
CDnet2014,fluidHighway,826,0.7858092,1
CDnet2014,fluidHighway,827,0.780697,1
CDnet2014,fluidHighway,828,0.7846212,1
CDnet2014,fluidHighway,829,0.78257304,1
CDnet2014,fluidHighway,830,0.77573305,1
CDnet2014,fluidHighway,831,0.77458906,1
CDnet2014,fluidHighway,832,0.7675579,1
CDnet2014,fluidHighway,833,0.77428305,1
CDnet2014,fluidHighway,834,0.7741622,1
CDnet2014,fluidHighway,835,0.7749669,1
CDnet2014,fluidHighway,836,0.7745236,1
CDnet2014,fluidHighway,837,0.7750398,1
CDnet2014,fluidHighway,838,0.76904833,1
CDnet2014,fluidHighway,839,0.77524495,1
CDnet2014,fluidHighway,840,0.7691169,1
CDnet2014,fluidHighway,841,0.7718832,0
CDnet2014,fluidHighway,842,0.7806384,1
CDnet2014,fluidHighway,843,0.7702357,0
CDnet2014,fluidHighway,844,0.7715397,1
CDnet2014,fluidHighway,845,0.7689503,1
CDnet2014,fluidHighway,846,0.7782095,1
CDnet2014,fluidHighway,847,0.7840547,1
CDnet2014,fluidHighway,848,0.78680986,1
CDnet2014,fluidHighway,849,0.78417575,1
CDnet2014,fluidHighway,850,0.7875035,1
CDnet2014,fluidHighway,851,0.7767085,1
CDnet2014,fluidHighway,852,0.7756347,1
CDnet2014,fluidHighway,853,0.7769566,1
CDnet2014,fluidHighway,854,0.775298,1
CDnet2014,fluidHighway,855,0.7689905,1
CDnet2014,fluidHighway,856,0.77781045,1
CDnet2014,fluidHighway,857,0.7832585,0
CDnet2014,fluidHighway,858,0.7747152,0
CDnet2014,fluidHighway,859,0.77639073,1
CDnet2014,fluidHighway,860,0.7766883,0
CDnet2014,fluidHighway,861,0.78540766,0
CDnet2014,fluidHighway,862,0.78269285,0
CDnet2014,fluidHighway,863,0.7828548,0
CDnet2014,fluidHighway,864,0.7855191,0
CDnet2014,fluidHighway,865,0.78979665,1
CDnet2014,fluidHighway,866,0.785473,0
CDnet2014,fluidHighway,867,0.78556985,0
CDnet2014,fluidHighway,868,0.7895307,0
CDnet2014,fluidHighway,869,0.780698,0
CDnet2014,fluidHighway,870,0.7900446,0
CDnet2014,fluidHighway,871,0.787619,0
CDnet2014,fluidHighway,872,0.78997695,0
CDnet2014,fluidHighway,873,0.78506386,0
CDnet2014,fluidHighway,874,0.7871613,1
CDnet2014,fluidHighway,875,0.7873294,0
CDnet2014,fluidHighway,876,0.7916042,0
CDnet2014,fluidHighway,877,0.7930743,0
CDnet2014,fluidHighway,878,0.79167706,0
CDnet2014,fluidHighway,879,0.785892,1
CDnet2014,fluidHighway,880,0.7869215,1
CDnet2014,fluidHighway,881,0.7859628,0
CDnet2014,fluidHighway,882,0.7840426,0
CDnet2014,fluidHighway,883,0.7882348,1
CDnet2014,fluidHighway,884,0.7883338,0
CDnet2014,fluidHighway,885,0.7755595,0
CDnet2014,fluidHighway,886,0.7806128,0
CDnet2014,fluidHighway,887,0.7764315,1
CDnet2014,fluidHighway,888,0.77877074,1
CDnet2014,fluidHighway,889,0.7802807,0
CDnet2014,fluidHighway,890,0.7854869,0
CDnet2014,fluidHighway,891,0.788141,0
CDnet2014,fluidHighway,892,0.78342724,1
CDnet2014,fluidHighway,893,0.7805206,0
CDnet2014,fluidHighway,894,0.7807394,0
CDnet2014,fluidHighway,895,0.7835381,0
CDnet2014,fluidHighway,896,0.78149015,0
CDnet2014,fluidHighway,897,0.7842258,0
CDnet2014,fluidHighway,898,0.78522635,0
CDnet2014,fluidHighway,899,0.7919752,0
CDnet2014,fluidHighway,900,0.777281,0
CDnet2014,fluidHighway,901,0.77901906,0
CDnet2014,fluidHighway,902,0.7867374,0
CDnet2014,fluidHighway,903,0.78696007,0
CDnet2014,fluidHighway,904,0.7880633,0
CDnet2014,fluidHighway,905,0.776904,0
CDnet2014,fluidHighway,906,0.78643805,0
CDnet2014,fluidHighway,907,0.7796486,0
CDnet2014,fluidHighway,908,0.78773475,0
CDnet2014,fluidHighway,909,0.7848674,0
CDnet2014,fluidHighway,910,0.78194445,0
CDnet2014,fluidHighway,911,0.7817739,0
CDnet2014,fluidHighway,912,0.78691363,0
CDnet2014,fluidHighway,913,0.7718878,0
CDnet2014,fluidHighway,914,0.78580016,0
CDnet2014,fluidHighway,915,0.78125435,0
CDnet2014,fluidHighway,916,0.7832872,0
CDnet2014,fluidHighway,917,0.7908374,0
CDnet2014,fluidHighway,918,0.78645116,0
CDnet2014,fluidHighway,919,0.79081327,0
CDnet2014,fluidHighway,920,0.78274137,1
CDnet2014,fluidHighway,921,0.78718907,1
CDnet2014,fluidHighway,922,0.7873055,0
CDnet2014,fluidHighway,923,0.78555536,0
CDnet2014,fluidHighway,924,0.7929542,1
CDnet2014,fluidHighway,925,0.79520565,1
CDnet2014,fluidHighway,926,0.7917043,1
CDnet2014,fluidHighway,927,0.7885586,1
CDnet2014,fluidHighway,928,0.794962,1
CDnet2014,fluidHighway,929,0.78678364,0
CDnet2014,fluidHighway,930,0.77375954,0
CDnet2014,fluidHighway,931,0.77919465,0
CDnet2014,fluidHighway,932,0.778013,0
CDnet2014,fluidHighway,933,0.7793006,0
CDnet2014,fluidHighway,934,0.78246486,0
CDnet2014,fluidHighway,935,0.77507085,1
CDnet2014,fluidHighway,936,0.77934265,1
CDnet2014,fluidHighway,937,0.7775906,0
CDnet2014,fluidHighway,938,0.77555406,0
CDnet2014,fluidHighway,939,0.77334064,0
CDnet2014,fluidHighway,940,0.76915574,0
CDnet2014,fluidHighway,941,0.7679254,0
CDnet2014,fluidHighway,942,0.76860666,0
CDnet2014,fluidHighway,943,0.7698584,0
CDnet2014,fluidHighway,944,0.78258187,0
CDnet2014,fluidHighway,945,0.77887267,1
CDnet2014,fluidHighway,946,0.77188104,0
CDnet2014,fluidHighway,947,0.7783966,1
CDnet2014,fluidHighway,948,0.7792306,0
CDnet2014,fluidHighway,949,0.7802621,0
CDnet2014,fluidHighway,950,0.7838124,0
CDnet2014,fluidHighway,951,0.77901506,0
CDnet2014,fluidHighway,952,0.7819696,1
CDnet2014,fluidHighway,953,0.779006,0
CDnet2014,fluidHighway,954,0.77200186,0
CDnet2014,fluidHighway,955,0.7729919,0
CDnet2014,fluidHighway,956,0.77018154,1
CDnet2014,fluidHighway,957,0.7748527,1
CDnet2014,fluidHighway,958,0.7708273,0
CDnet2014,fluidHighway,959,0.7692417,1
CDnet2014,fluidHighway,960,0.7772056,1
CDnet2014,fluidHighway,961,0.7789197,0
CDnet2014,fluidHighway,962,0.7750861,1
CDnet2014,fluidHighway,963,0.76972705,1
CDnet2014,fluidHighway,964,0.7703886,0
CDnet2014,fluidHighway,965,0.7669672,1
CDnet2014,fluidHighway,966,0.7673832,1
CDnet2014,fluidHighway,967,0.7687631,1
CDnet2014,fluidHighway,968,0.76636976,1
CDnet2014,fluidHighway,969,0.7692828,1
CDnet2014,fluidHighway,970,0.77078336,1
CDnet2014,fluidHighway,971,0.7698923,1
CDnet2014,fluidHighway,972,0.7719263,1
CDnet2014,fluidHighway,973,0.77508956,1
CDnet2014,fluidHighway,974,0.7742168,0
CDnet2014,fluidHighway,975,0.76997656,0
CDnet2014,fluidHighway,976,0.77432764,0
CDnet2014,fluidHighway,977,0.7755194,0
CDnet2014,fluidHighway,978,0.77918315,0
CDnet2014,fluidHighway,979,0.7816315,0
CDnet2014,fluidHighway,980,0.77109796,1
