dataset,video,event_id,onset,duration
CDnet2014,lakeSide,22,2123,2
CDnet2014,lakeSide,23,2126,10
CDnet2014,lakeSide,24,2137,4
CDnet2014,lakeSide,25,2142,6
CDnet2014,lakeSide,26,2149,37
CDnet2014,lakeSide,27,2187,5
CDnet2014,lakeSide,28,2193,821
CDnet2014,lakeSide,29,3015,93
CDnet2014,lakeSide,30,3109,513
CDnet2014,lakeSide,31,3623,7
CDnet2014,lakeSide,32,3631,155
CDnet2014,lakeSide,33,3787,30
CDnet2014,lakeSide,34,3818,151
CDnet2014,lakeSide,35,3970,232
CDnet2014,lakeSide,36,4204,15
CDnet2014,lakeSide,37,4220,78
CDnet2014,lakeSide,38,4300,9
CDnet2014,lakeSide,39,4311,2
CDnet2014,lakeSide,40,4315,39
CDnet2014,lakeSide,41,4355,2
CDnet2014,lakeSide,42,4358,4
CDnet2014,lakeSide,43,4363,3
CDnet2014,lakeSide,44,4368,11
CDnet2014,lakeSide,45,4380,14
CDnet2014,lakeSide,46,4403,5
CDnet2014,lakeSide,47,4412,1
CDnet2014,lakeSide,48,4416,17
CDnet2014,lakeSide,49,4434,17
CDnet2014,lakeSide,50,4452,39
CDnet2014,lakeSide,51,4492,1
CDnet2014,lakeSide,52,4494,1
CDnet2014,lakeSide,53,4497,2
CDnet2014,lakeSide,54,4500,17
CDnet2014,lakeSide,55,4519,1
CDnet2014,lakeSide,56,4521,1
CDnet2014,lakeSide,57,4587,1
CDnet2014,lakeSide,58,4590,4
CDnet2014,lakeSide,59,4596,1
CDnet2014,lakeSide,60,4598,1
CDnet2014,lakeSide,61,4601,1
CDnet2014,lakeSide,62,4670,1
CDnet2014,lakeSide,63,4675,2
CDnet2014,lakeSide,64,4689,1
CDnet2014,lakeSide,65,4691,7
CDnet2014,lakeSide,66,4699,3
CDnet2014,lakeSide,67,4720,1
CDnet2014,lakeSide,68,4727,2
CDnet2014,lakeSide,69,4731,2
CDnet2014,lakeSide,70,4753,196
CDnet2014,lakeSide,71,4950,349
CDnet2014,lakeSide,72,5300,38
CDnet2014,lakeSide,73,5339,1
CDnet2014,lakeSide,74,5343,3
CDnet2014,lakeSide,75,5348,8
CDnet2014,lakeSide,76,5357,1
CDnet2014,lakeSide,77,5365,2
CDnet2014,lakeSide,78,5375,6
CDnet2014,lakeSide,79,5382,1
CDnet2014,lakeSide,80,5384,4
CDnet2014,lakeSide,81,5389,2
CDnet2014,lakeSide,82,5395,2
CDnet2014,lakeSide,83,5401,3
CDnet2014,lakeSide,84,5892,1
CDnet2014,lakeSide,85,5897,1
CDnet2014,lakeSide,86,5906,15
CDnet2014,lakeSide,87,5922,1
CDnet2014,lakeSide,88,5954,1
CDnet2014,lakeSide,89,5956,1
CDnet2014,lakeSide,90,5958,1
CDnet2014,lakeSide,91,5968,1
CDnet2014,lakeSide,92,5970,1
CDnet2014,lakeSide,93,5972,5
CDnet2014,lakeSide,94,5978,2
CDnet2014,lakeSide,95,5981,2
CDnet2014,lakeSide,96,6078,1
CDnet2014,lakeSide,97,6089,1
CDnet2014,lakeSide,98,6098,1
CDnet2014,lakeSide,99,6170,4
CDnet2014,lakeSide,100,6175,2
CDnet2014,lakeSide,101,6178,2
CDnet2014,lakeSide,102,6181,5
CDnet2014,lakeSide,103,6187,8
CDnet2014,lakeSide,104,6196,5
CDnet2014,lakeSide,105,6205,2
CDnet2014,lakeSide,106,6209,5
CDnet2014,lakeSide,107,6224,7
CDnet2014,lakeSide,108,6234,3
CDnet2014,lakeSide,109,6238,1
CDnet2014,lakeSide,110,6241,1
CDnet2014,lakeSide,111,6243,2
CDnet2014,lakeSide,112,6247,1
CDnet2014,lakeSide,113,6251,2
CDnet2014,lakeSide,114,6257,1
CDnet2014,lakeSide,115,6260,2
CDnet2014,lakeSide,116,6271,1
CDnet2014,lakeSide,117,6285,1
CDnet2014,lakeSide,118,6287,1
CDnet2014,lakeSide,119,6294,5
CDnet2014,lakeSide,120,6304,6
CDnet2014,lakeSide,121,6311,6
CDnet2014,lakeSide,122,6318,1
CDnet2014,lakeSide,123,6320,1
CDnet2014,lakeSide,124,6322,19
CDnet2014,lakeSide,125,6344,1
CDnet2014,lakeSide,126,6346,2
CDnet2014,lakeSide,127,6349,1
CDnet2014,lakeSide,128,6351,1
CDnet2014,lakeSide,129,6408,2
CDnet2014,lakeSide,130,6412,7
CDnet2014,lakeSide,131,6420,4
CDnet2014,lakeSide,132,6426,1
CDnet2014,lakeSide,133,6432,1
CDnet2014,library,0,862,2
CDnet2014,library,1,867,3
CDnet2014,library,2,871,3506
CDnet2014,library,3,4378,2
CDnet2014,library,4,4381,1
CDnet2014,library,5,4383,92
CDnet2014,library,6,4487,2
CDnet2014,library,7,4498,1
CDnet2014,library,8,4505,1
CDnet2014,library,9,4511,1
CDnet2014,library,10,4529,1
CDnet2014,library,11,4531,1
CDnet2014,library,12,4540,2
CDnet2014,library,13,4550,1
CDnet2014,library,14,4552,2
CDnet2014,library,15,4561,1
CDnet2014,library,16,4563,1
CDnet2014,library,17,4570,1
CDnet2014,library,18,4577,1
CDnet2014,library,19,4582,1
CDnet2014,library,20,4585,2
CDnet2014,library,21,4602,1
CDnet2014,library,22,4606,1
CDnet2014,library,23,4613,1
CDnet2014,library,24,4620,1
CDnet2014,library,25,4622,2
CDnet2014,library,26,4634,1
CDnet2014,library,27,4638,1
CDnet2014,library,28,4650,1
CDnet2014,library,29,4656,1
CDnet2014,library,30,4659,1
CDnet2014,library,31,4662,1
CDnet2014,library,32,4665,2
CDnet2014,library,33,4669,1
CDnet2014,library,34,4672,1
CDnet2014,library,35,4681,2
CDnet2014,library,36,4685,1
CDnet2014,library,37,4688,1
CDnet2014,library,38,4692,1
CDnet2014,library,39,4695,2
CDnet2014,library,40,4702,1
CDnet2014,library,41,4713,1
CDnet2014,library,42,4723,1
CDnet2014,library,43,4725,1
CDnet2014,library,44,4734,1
CDnet2014,library,45,4737,1
CDnet2014,library,46,4740,1
CDnet2014,library,47,4743,1
CDnet2014,library,48,4745,1
CDnet2014,library,49,4749,1
CDnet2014,library,50,4751,2
CDnet2014,library,51,4757,1
CDnet2014,library,52,4760,2
CDnet2014,library,53,4765,2
CDnet2014,library,54,4769,1
CDnet2014,library,55,4771,2
CDnet2014,library,56,4781,1
CDnet2014,library,57,4784,1
CDnet2014,library,58,4786,1
CDnet2014,library,59,4791,1
CDnet2014,library,60,4794,1
CDnet2014,library,61,4798,1
CDnet2014,library,62,4807,2
CDnet2014,library,63,4811,2
CDnet2014,library,64,4817,2
CDnet2014,library,65,4830,1
CDnet2014,library,66,4839,3
CDnet2014,library,67,4843,1
CDnet2014,library,68,4848,1
CDnet2014,library,69,4850,3
CDnet2014,library,70,4856,1
CDnet2014,library,71,4858,1
CDnet2014,library,72,4862,1
CDnet2014,library,73,4867,1
CDnet2014,library,74,4870,2
CDnet2014,library,75,4874,2
CDnet2014,library,76,4883,1
CDnet2014,library,77,4885,2
CDnet2014,library,78,4888,1
CDnet2014,library,79,4893,1
CDnet2014,office,0,570,1480
CDnet2014,overpass,0,1104,1
CDnet2014,overpass,1,1617,1
CDnet2014,overpass,2,2336,493
CDnet2014,overpass,3,2831,2
CDnet2014,overpass,4,2863,5
CDnet2014,overpass,5,2871,1
CDnet2014,overpass,6,2873,1
CDnet2014,overpass,7,2878,7
CDnet2014,overpass,8,2886,72
CDnet2014,park,0,250,22
CDnet2014,park,1,273,2
CDnet2014,park,2,276,70
CDnet2014,park,3,348,3
CDnet2014,park,4,352,16
CDnet2014,park,5,369,1
CDnet2014,park,6,371,1
CDnet2014,park,7,373,2
CDnet2014,park,8,377,4
CDnet2014,park,9,384,1
CDnet2014,park,10,387,8
CDnet2014,park,11,396,1
CDnet2014,park,12,401,5
CDnet2014,park,13,408,1
CDnet2014,park,14,451,1
CDnet2014,park,15,464,3
CDnet2014,park,16,468,1
CDnet2014,park,17,475,2
CDnet2014,park,18,483,1
CDnet2014,park,19,485,9
CDnet2014,park,20,495,8
CDnet2014,park,21,504,58
CDnet2014,park,22,565,6
CDnet2014,parking,0,1100,1400
CDnet2014,pedestrians,0,300,799
CDnet2014,peopleInShade,0,287,79
CDnet2014,peopleInShade,1,437,70
CDnet2014,peopleInShade,2,574,230
CDnet2014,peopleInShade,3,833,137
CDnet2014,peopleInShade,4,1056,62
CDnet2014,port_0_17fps,0,1000,135
CDnet2014,port_0_17fps,1,1136,22
CDnet2014,port_0_17fps,2,1159,460
CDnet2014,port_0_17fps,3,1620,12
CDnet2014,port_0_17fps,4,1633,16
CDnet2014,port_0_17fps,5,1650,2
CDnet2014,port_0_17fps,6,1653,27
CDnet2014,port_0_17fps,7,1681,3
CDnet2014,port_0_17fps,8,1685,25
CDnet2014,port_0_17fps,9,1711,3
CDnet2014,port_0_17fps,10,1715,6
CDnet2014,port_0_17fps,11,1723,2
CDnet2014,port_0_17fps,12,1726,1
CDnet2014,port_0_17fps,13,1728,2
CDnet2014,port_0_17fps,14,1731,1
CDnet2014,port_0_17fps,15,1735,1
CDnet2014,port_0_17fps,16,1737,2
CDnet2014,port_0_17fps,17,1740,2
CDnet2014,port_0_17fps,18,1743,6
CDnet2014,port_0_17fps,19,1751,3
CDnet2014,port_0_17fps,20,1755,11
CDnet2014,port_0_17fps,21,1767,1
CDnet2014,port_0_17fps,22,1769,2
CDnet2014,port_0_17fps,23,1772,72
CDnet2014,port_0_17fps,24,1845,2
CDnet2014,port_0_17fps,25,1848,22
CDnet2014,port_0_17fps,26,1872,36
CDnet2014,port_0_17fps,27,1909,4
CDnet2014,port_0_17fps,28,1914,5
CDnet2014,port_0_17fps,29,1920,2
CDnet2014,port_0_17fps,30,1923,11
CDnet2014,port_0_17fps,31,1935,3
CDnet2014,port_0_17fps,32,1939,9
CDnet2014,port_0_17fps,33,1949,7
CDnet2014,port_0_17fps,34,1957,2
CDnet2014,port_0_17fps,35,1960,22
CDnet2014,port_0_17fps,36,1983,4
CDnet2014,port_0_17fps,37,1988,13
CDnet2014,port_0_17fps,38,2002,73
CDnet2014,port_0_17fps,39,2076,924
CDnet2014,sidewalk,0,800,198
CDnet2014,sidewalk,1,999,3
CDnet2014,sidewalk,2,1003,197
CDnet2014,skating,0,800,3100
CDnet2014,snowFall,0,800,303
CDnet2014,snowFall,1,1104,5
CDnet2014,snowFall,2,1110,2
CDnet2014,snowFall,3,1114,1
CDnet2014,snowFall,4,1309,1
CDnet2014,snowFall,5,1311,1
CDnet2014,snowFall,6,1314,3
CDnet2014,snowFall,7,1318,141
CDnet2014,snowFall,8,2736,112
CDnet2014,snowFall,9,2849,110
CDnet2014,snowFall,10,2960,2
CDnet2014,snowFall,11,3803,1
CDnet2014,snowFall,12,3805,218
CDnet2014,snowFall,13,4024,1
CDnet2014,snowFall,14,4207,237
CDnet2014,snowFall,15,4445,1
CDnet2014,snowFall,16,4447,1
CDnet2014,snowFall,17,4449,12
CDnet2014,snowFall,18,4470,2
CDnet2014,snowFall,19,4473,1
CDnet2014,snowFall,20,4475,1
CDnet2014,snowFall,21,5298,103
CDnet2014,snowFall,22,5404,111
CDnet2014,snowFall,23,5517,1
CDnet2014,snowFall,24,5521,1
CDnet2014,snowFall,25,5669,132
CDnet2014,snowFall,26,5802,2
CDnet2014,snowFall,27,5805,27
CDnet2014,snowFall,28,5833,3
CDnet2014,snowFall,29,5837,6
CDnet2014,snowFall,30,5845,4
CDnet2014,snowFall,31,6436,1
CDnet2014,snowFall,32,6438,37
CDnet2014,snowFall,33,6476,24
CDnet2014,sofa,0,500,2250
CDnet2014,streetCornerAtNight,0,869,31
CDnet2014,streetCornerAtNight,1,904,2
CDnet2014,streetCornerAtNight,2,909,9
CDnet2014,streetCornerAtNight,3,966,47
CDnet2014,streetCornerAtNight,4,1015,1
CDnet2014,streetCornerAtNight,5,1147,1
CDnet2014,streetCornerAtNight,6,1156,2
CDnet2014,streetCornerAtNight,7,1161,1
CDnet2014,streetCornerAtNight,8,1164,1
CDnet2014,streetCornerAtNight,9,1237,4
CDnet2014,streetCornerAtNight,10,1245,6
CDnet2014,streetCornerAtNight,11,1252,2
CDnet2014,streetCornerAtNight,12,1260,5
CDnet2014,streetCornerAtNight,13,1268,1
CDnet2014,streetCornerAtNight,14,1270,2
CDnet2014,streetCornerAtNight,15,1273,8
CDnet2014,streetCornerAtNight,16,1347,1
CDnet2014,streetCornerAtNight,17,1349,2
CDnet2014,streetCornerAtNight,18,1356,3
CDnet2014,streetCornerAtNight,19,1508,32
CDnet2014,streetCornerAtNight,20,1547,2
CDnet2014,streetCornerAtNight,21,1565,1
CDnet2014,streetCornerAtNight,22,1569,1
CDnet2014,streetCornerAtNight,23,1571,2
CDnet2014,streetCornerAtNight,24,1575,2
CDnet2014,streetCornerAtNight,25,1658,1
CDnet2014,streetCornerAtNight,26,1661,11
CDnet2014,streetCornerAtNight,27,1762,4
CDnet2014,streetCornerAtNight,28,1769,1
CDnet2014,streetCornerAtNight,29,1771,1
CDnet2014,streetCornerAtNight,30,1776,15
CDnet2014,streetCornerAtNight,31,1833,4
CDnet2014,streetCornerAtNight,32,1877,2
CDnet2014,streetCornerAtNight,33,1912,1
CDnet2014,streetCornerAtNight,34,2056,1
CDnet2014,streetCornerAtNight,35,2116,1
CDnet2014,streetCornerAtNight,36,2137,2
CDnet2014,streetCornerAtNight,37,2233,1
CDnet2014,streetCornerAtNight,38,2311,1
CDnet2014,streetCornerAtNight,39,2339,2
CDnet2014,streetCornerAtNight,40,2471,6
CDnet2014,streetCornerAtNight,41,2478,1
CDnet2014,streetCornerAtNight,42,2480,8
CDnet2014,streetCornerAtNight,43,2489,4
CDnet2014,streetCornerAtNight,44,2494,4
CDnet2014,streetCornerAtNight,45,2569,2
CDnet2014,streetCornerAtNight,46,2580,3
CDnet2014,streetCornerAtNight,47,2584,2
CDnet2014,streetCornerAtNight,48,2588,10
CDnet2014,streetCornerAtNight,49,2599,1
CDnet2014,streetCornerAtNight,50,2601,14
CDnet2014,streetCornerAtNight,51,2616,5
CDnet2014,streetCornerAtNight,52,2758,1
CDnet2014,streetCornerAtNight,53,2760,3
CDnet2014,streetCornerAtNight,54,2764,1
CDnet2014,streetCornerAtNight,55,2770,7
CDnet2014,streetCornerAtNight,56,2778,1
CDnet2014,streetCornerAtNight,57,2780,1
CDnet2014,streetCornerAtNight,58,2782,51
CDnet2014,streetCornerAtNight,59,2837,1
CDnet2014,streetCornerAtNight,60,2886,2
CDnet2014,streetCornerAtNight,61,2891,1
CDnet2014,streetCornerAtNight,62,2936,1
CDnet2014,streetCornerAtNight,63,2938,1
CDnet2014,streetCornerAtNight,64,2940,2
CDnet2014,streetCornerAtNight,65,2972,5
CDnet2014,streetCornerAtNight,66,2979,2
CDnet2014,streetCornerAtNight,67,2982,22
CDnet2014,streetCornerAtNight,68,3161,13
CDnet2014,streetCornerAtNight,69,3184,1
CDnet2014,streetCornerAtNight,70,3186,4
CDnet2014,streetCornerAtNight,71,3303,1
CDnet2014,streetCornerAtNight,72,3395,2
CDnet2014,streetCornerAtNight,73,3461,1
CDnet2014,streetCornerAtNight,74,3765,1
CDnet2014,streetCornerAtNight,75,3811,1
CDnet2014,streetCornerAtNight,76,3817,1
CDnet2014,streetCornerAtNight,77,3819,4
CDnet2014,streetCornerAtNight,78,3824,8
CDnet2014,streetCornerAtNight,79,3839,1
CDnet2014,streetCornerAtNight,80,3841,1
CDnet2014,streetCornerAtNight,81,3847,11
CDnet2014,streetCornerAtNight,82,3871,1
CDnet2014,streetCornerAtNight,83,3875,1
CDnet2014,streetCornerAtNight,84,3878,1
CDnet2014,streetCornerAtNight,85,3890,1
CDnet2014,streetCornerAtNight,86,3895,1
CDnet2014,streetCornerAtNight,87,3951,1
CDnet2014,streetCornerAtNight,88,3956,45
CDnet2014,streetCornerAtNight,89,4004,1
CDnet2014,streetCornerAtNight,90,4010,2
CDnet2014,streetCornerAtNight,91,4168,7
CDnet2014,streetCornerAtNight,92,4176,1
CDnet2014,streetCornerAtNight,93,4178,4
CDnet2014,streetCornerAtNight,94,4183,1
CDnet2014,streetCornerAtNight,95,4185,26
CDnet2014,streetCornerAtNight,96,4212,6
CDnet2014,streetCornerAtNight,97,4220,5
CDnet2014,streetCornerAtNight,98,4226,2
CDnet2014,streetCornerAtNight,99,4229,2
CDnet2014,streetCornerAtNight,100,4285,5
CDnet2014,streetCornerAtNight,101,4291,1
CDnet2014,streetCornerAtNight,102,4296,3
CDnet2014,streetCornerAtNight,103,4439,1
CDnet2014,streetCornerAtNight,104,4443,1
CDnet2014,streetCornerAtNight,105,4452,13
CDnet2014,streetCornerAtNight,106,4466,11
CDnet2014,streetCornerAtNight,107,4478,1
CDnet2014,streetCornerAtNight,108,4499,1
CDnet2014,streetCornerAtNight,109,4520,1
CDnet2014,streetCornerAtNight,110,4528,1
CDnet2014,streetCornerAtNight,111,4530,4
CDnet2014,streetCornerAtNight,112,4535,4
CDnet2014,streetCornerAtNight,113,4547,5
CDnet2014,streetCornerAtNight,114,4554,1
CDnet2014,streetCornerAtNight,115,4557,1
CDnet2014,streetCornerAtNight,116,4559,1
CDnet2014,streetCornerAtNight,117,4569,1
CDnet2014,streetCornerAtNight,118,4576,1
CDnet2014,streetCornerAtNight,119,4605,1
CDnet2014,streetCornerAtNight,120,4607,1
CDnet2014,streetCornerAtNight,121,4657,5
CDnet2014,streetCornerAtNight,122,4663,1
CDnet2014,streetCornerAtNight,123,4666,1
CDnet2014,streetCornerAtNight,124,4668,2
CDnet2014,streetCornerAtNight,125,4674,1
CDnet2014,streetCornerAtNight,126,4708,1
CDnet2014,streetCornerAtNight,127,4713,2
CDnet2014,streetCornerAtNight,128,4777,1
CDnet2014,streetCornerAtNight,129,4783,1
CDnet2014,streetCornerAtNight,130,4785,6
CDnet2014,streetCornerAtNight,131,4794,46
CDnet2014,streetCornerAtNight,132,4841,1
CDnet2014,streetCornerAtNight,133,4843,7
CDnet2014,streetCornerAtNight,134,4851,2
CDnet2014,streetCornerAtNight,135,4854,17
CDnet2014,streetCornerAtNight,136,4872,2
CDnet2014,streetCornerAtNight,137,4875,1
CDnet2014,streetCornerAtNight,138,4877,2
CDnet2014,streetCornerAtNight,139,4880,3
CDnet2014,streetCornerAtNight,140,4890,1
CDnet2014,streetCornerAtNight,141,4896,6
CDnet2014,streetCornerAtNight,142,4903,1
CDnet2014,streetCornerAtNight,143,4953,1
CDnet2014,streetCornerAtNight,144,5012,1
CDnet2014,streetCornerAtNight,145,5014,2
CDnet2014,streetLight,0,175,1207
CDnet2014,streetLight,1,1383,174
CDnet2014,streetLight,2,1559,996
CDnet2014,streetLight,3,2556,1
CDnet2014,streetLight,4,2559,1
CDnet2014,streetLight,5,2562,52
CDnet2014,streetLight,6,2615,1
CDnet2014,streetLight,7,2617,56
CDnet2014,streetLight,8,2676,1
CDnet2014,streetLight,9,2678,1
CDnet2014,streetLight,10,2680,4
CDnet2014,streetLight,11,2685,261
CDnet2014,streetLight,12,2948,25
CDnet2014,streetLight,13,2975,225
CDnet2014,traffic,0,940,1
CDnet2014,traffic,1,944,1
CDnet2014,traffic,2,946,1
CDnet2014,traffic,3,954,1
CDnet2014,traffic,4,956,3
CDnet2014,traffic,5,961,16
CDnet2014,traffic,6,979,3
CDnet2014,traffic,7,989,10
CDnet2014,traffic,8,1000,5
CDnet2014,traffic,9,1006,4
CDnet2014,traffic,10,1024,1
CDnet2014,traffic,11,1026,1
CDnet2014,traffic,12,1028,3
CDnet2014,traffic,13,1034,3
CDnet2014,traffic,14,1038,2
CDnet2014,traffic,15,1042,2
CDnet2014,traffic,16,1045,1
CDnet2014,traffic,17,1056,2
CDnet2014,traffic,18,1061,18
CDnet2014,traffic,19,1080,1
CDnet2014,traffic,20,1082,1
CDnet2014,traffic,21,1089,3
CDnet2014,traffic,22,1097,1
CDnet2014,traffic,23,1099,1
CDnet2014,traffic,24,1101,1
CDnet2014,traffic,25,1104,18
CDnet2014,traffic,26,1128,1
CDnet2014,traffic,27,1137,2
CDnet2014,traffic,28,1141,1
CDnet2014,traffic,29,1143,1
CDnet2014,traffic,30,1146,4
CDnet2014,traffic,31,1152,4
CDnet2014,traffic,32,1157,3
CDnet2014,traffic,33,1164,1
CDnet2014,traffic,34,1170,4
CDnet2014,traffic,35,1175,3
CDnet2014,traffic,36,1179,3
CDnet2014,traffic,37,1184,1
CDnet2014,traffic,38,1186,1
CDnet2014,traffic,39,1188,1
CDnet2014,traffic,40,1192,1
CDnet2014,traffic,41,1198,7
CDnet2014,traffic,42,1206,5
CDnet2014,traffic,43,1212,3
CDnet2014,traffic,44,1216,3
CDnet2014,traffic,45,1221,3
CDnet2014,traffic,46,1235,30
CDnet2014,traffic,47,1267,1
CDnet2014,traffic,48,1278,1
CDnet2014,traffic,49,1282,1
CDnet2014,traffic,50,1284,2
CDnet2014,traffic,51,1287,7
CDnet2014,traffic,52,1295,10
CDnet2014,traffic,53,1306,4
CDnet2014,traffic,54,1322,1
CDnet2014,traffic,55,1324,1
CDnet2014,traffic,56,1326,2
CDnet2014,traffic,57,1330,1
CDnet2014,traffic,58,1334,3
CDnet2014,traffic,59,1338,16
CDnet2014,traffic,60,1357,1
CDnet2014,traffic,61,1359,1
CDnet2014,traffic,62,1365,1
CDnet2014,traffic,63,1369,2
CDnet2014,traffic,64,1372,2
CDnet2014,traffic,65,1375,2
CDnet2014,traffic,66,1379,7
CDnet2014,traffic,67,1387,5
CDnet2014,traffic,68,1394,1
CDnet2014,traffic,69,1402,1
CDnet2014,traffic,70,1410,4
CDnet2014,traffic,71,1415,11
CDnet2014,traffic,72,1427,1
CDnet2014,traffic,73,1429,1
CDnet2014,traffic,74,1432,1
CDnet2014,traffic,75,1434,1
CDnet2014,traffic,76,1441,1
CDnet2014,traffic,77,1445,2
CDnet2014,traffic,78,1448,1
CDnet2014,traffic,79,1452,5
CDnet2014,traffic,80,1458,3
CDnet2014,traffic,81,1464,1
CDnet2014,traffic,82,1474,1
CDnet2014,traffic,83,1478,3
CDnet2014,traffic,84,1482,2
CDnet2014,traffic,85,1485,10
CDnet2014,traffic,86,1496,3
CDnet2014,traffic,87,1500,2
CDnet2014,traffic,88,1503,1
CDnet2014,traffic,89,1514,1
CDnet2014,traffic,90,1517,1
CDnet2014,traffic,91,1520,2
CDnet2014,traffic,92,1523,39
CDnet2014,tramCrossroad_1fps,0,400,34
CDnet2014,tramCrossroad_1fps,1,437,8
CDnet2014,tramCrossroad_1fps,2,447,69
CDnet2014,tramCrossroad_1fps,3,517,346
CDnet2014,tramCrossroad_1fps,4,864,36
CDnet2014,tramStation,0,500,42
CDnet2014,tramStation,1,543,12
CDnet2014,tramStation,2,556,1
CDnet2014,tramStation,3,579,1
CDnet2014,tramStation,4,583,3
CDnet2014,tramStation,5,590,1
CDnet2014,tramStation,6,592,1
CDnet2014,tramStation,7,601,1
CDnet2014,tramStation,8,604,28
CDnet2014,tramStation,9,633,17
CDnet2014,tramStation,10,651,3
CDnet2014,tramStation,11,656,17
CDnet2014,tramStation,12,674,2
CDnet2014,tramStation,13,677,115
CDnet2014,tramStation,14,793,1
CDnet2014,tramStation,15,797,1
CDnet2014,tramStation,16,799,3
CDnet2014,tramStation,17,803,2
CDnet2014,tramStation,18,806,2
CDnet2014,tramStation,19,809,1
CDnet2014,tramStation,20,811,10
CDnet2014,tramStation,21,822,2
CDnet2014,tramStation,22,825,1
CDnet2014,tramStation,23,828,2
CDnet2014,tramStation,24,833,1
CDnet2014,tramStation,25,835,2
CDnet2014,tramStation,26,838,1
CDnet2014,tramStation,27,841,1
CDnet2014,tramStation,28,843,1
CDnet2014,tramStation,29,846,1
CDnet2014,tramStation,30,848,1
CDnet2014,tramStation,31,852,1
CDnet2014,tramStation,32,855,1
CDnet2014,tramStation,33,857,1
CDnet2014,tramStation,34,859,11
CDnet2014,tramStation,35,872,17
CDnet2014,tramStation,36,890,63
CDnet2014,tramStation,37,954,251
CDnet2014,tramStation,38,1208,3
CDnet2014,tramStation,39,1212,23
CDnet2014,tramStation,40,1236,6
CDnet2014,tramStation,41,1243,39
CDnet2014,tramStation,42,1285,171
CDnet2014,tramStation,43,1457,149
CDnet2014,tramStation,44,1607,7
CDnet2014,tramStation,45,1615,61
CDnet2014,tramStation,46,1677,8
CDnet2014,tramStation,47,1686,235
CDnet2014,tramStation,48,1922,753
CDnet2014,tramStation,49,2676,130
CDnet2014,tramStation,50,2807,8
CDnet2014,tramStation,51,2818,3
CDnet2014,tramStation,52,2825,5
CDnet2014,tramStation,53,2831,4
CDnet2014,tramStation,54,2840,11
CDnet2014,tramStation,55,2856,3
CDnet2014,tramStation,56,2860,26
CDnet2014,tramStation,57,2887,3
CDnet2014,tramStation,58,2891,2
CDnet2014,tramStation,59,2894,1
CDnet2014,tramStation,60,2896,6
CDnet2014,tramStation,61,2903,14
CDnet2014,tramStation,62,2919,1
CDnet2014,tramStation,63,2921,28
CDnet2014,tramStation,64,2950,2
CDnet2014,tramStation,65,2953,1
CDnet2014,tramStation,66,2955,45
CDnet2014,tramstop,0,1320,914
CDnet2014,tramstop,1,2236,2
CDnet2014,tramstop,2,2240,4
CDnet2014,tramstop,3,2245,532
CDnet2014,tramstop,4,2784,65
CDnet2014,tramstop,5,2850,2
CDnet2014,tramstop,6,2937,39
CDnet2014,tramstop,7,2977,25
CDnet2014,tramstop,8,3010,57
CDnet2014,tramstop,9,3080,40
CDnet2014,tramstop,10,3121,2
CDnet2014,tramstop,11,3154,32
CDnet2014,tramstop,12,3187,13
CDnet2014,tunnelExit_0_35fps,0,2000,2000
CDnet2014,turbulence0,0,1000,1
CDnet2014,turbulence0,1,1014,1
CDnet2014,turbulence0,2,1024,1
CDnet2014,turbulence0,3,1031,1
CDnet2014,turbulence0,4,1050,1
CDnet2014,turbulence0,5,1061,2
CDnet2014,turbulence0,6,1077,1
CDnet2014,turbulence0,7,1209,2
CDnet2014,turbulence0,8,1296,1
CDnet2014,turbulence0,9,1568,1
CDnet2014,turbulence0,10,1623,2
CDnet2014,turbulence0,11,1626,1
CDnet2014,turbulence0,12,1628,2
CDnet2014,turbulence0,13,1634,6
CDnet2014,turbulence0,14,1642,5
CDnet2014,turbulence0,15,1648,2
CDnet2014,turbulence0,16,1651,2
CDnet2014,turbulence0,17,1654,5
CDnet2014,turbulence0,18,1660,1
CDnet2014,turbulence0,19,1662,2
CDnet2014,turbulence0,20,1666,5
CDnet2014,turbulence0,21,1678,2
CDnet2014,turbulence0,22,1681,6
CDnet2014,turbulence0,23,1689,1
CDnet2014,turbulence0,24,1693,2
CDnet2014,turbulence0,25,1696,3
CDnet2014,turbulence0,26,1700,1
CDnet2014,turbulence0,27,1710,1
CDnet2014,turbulence0,28,1714,2
CDnet2014,turbulence0,29,1718,1
CDnet2014,turbulence0,30,1720,3
CDnet2014,turbulence0,31,1724,3
CDnet2014,turbulence0,32,1728,3
CDnet2014,turbulence0,33,1732,2
CDnet2014,turbulence0,34,1735,1
CDnet2014,turbulence0,35,1742,2
CDnet2014,turbulence0,36,1745,1
CDnet2014,turbulence0,37,1747,1
CDnet2014,turbulence0,38,1749,1
CDnet2014,turbulence0,39,1751,16
CDnet2014,turbulence0,40,1768,12
CDnet2014,turbulence0,41,1781,2
CDnet2014,turbulence0,42,1784,8
CDnet2014,turbulence0,43,1793,35
CDnet2014,turbulence0,44,1829,28
CDnet2014,turbulence0,45,1858,1
CDnet2014,turbulence0,46,1860,7
CDnet2014,turbulence0,47,1868,9
CDnet2014,turbulence0,48,1879,2
CDnet2014,turbulence0,49,1882,1
CDnet2014,turbulence0,50,1885,1
CDnet2014,turbulence0,51,1894,3
CDnet2014,turbulence0,52,1909,1
CDnet2014,turbulence0,53,1912,2
CDnet2014,turbulence0,54,1915,1
CDnet2014,turbulence0,55,1919,1
